Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$77K - $134K (Glassdoor est.),4,"Amgen
4.0","Thousand Oaks, CA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$77K - $132K (Glassdoor est.),3.3,"Channel Factory
3.3","Los Angeles, CA",51 to 200 Employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,$90K - $151K (Glassdoor est.),3.8,"Amazon.com Services LLC
3.8","San Diego, CA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Machine Learning Engineer / Data Scientist,$113K - $140K (Glassdoor est.),4.3,"Apple
4.3","San Diego, CA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Machine Learning Engineer / Data Scientist,$113K - $140K (Glassdoor est.),4.3,"Apple
4.3","San Diego, CA",-1,-1,-1,-1,-1,-1
Data Analyst - Inventory Management,$42K - $92K (Glassdoor est.),3.9,"Midland Credit Management, Inc.
3.9","San Diego, CA",1001 to 5000 Employees,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD)
Data Scientist,$135K - $174K (Glassdoor est.),3.6,"McAfee
3.6","San Jose, CA",5001 to 10000 Employees,1987,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,$91K - $113K (Glassdoor est.),4.2,"University of California San Francisco
4.2","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $50 million (USD)
Backend: Data and Machine Learning Engineer,$105K - $201K (Glassdoor est.),4,"Uber
4.0","San Francisco, CA",10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$99K - $160K (Glassdoor est.),3.8,"Aon Corporation
3.8","San Jose, CA",10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
Data Scientist,$110K - $172K (Glassdoor est.),4.1,"MSG
4.1","Burbank, CA",501 to 1000 Employees,2008,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist,$104K - $121K (Glassdoor est.),3.9,"Turner
3.9","Burbank, CA",10000+ Employees,2003,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
"Data Scientist, Small Business Group",$108K - $174K (Glassdoor est.),4.3,"Facebook
4.3","San Francisco, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Data Scientist,-1,-1,Doorstead,California,-1,-1,-1,-1,-1,-1
Data Scientist,$74K - $146K (Glassdoor est.),3.4,"The Bouqs Company
3.4","Marina del Rey, CA",51 to 200 Employees,2012,Company - Private,Other Retail Stores,Retail,$50 to $100 million (USD)
Data Analyst-HEDIS & Star,$49K - $91K (Glassdoor est.),4.1,"SCAN Group
4.1","Long Beach, CA",501 to 1000 Employees,1977,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD)
Data Scientist,$82K - $144K (Glassdoor est.),4,"Sony Pictures Entertainment, Inc.
4.0","Culver City, CA",5001 to 10000 Employees,1989,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD)
Data Scientist,$81K - $146K (Glassdoor est.),4,"ViaSat
4.0","San Diego, CA",5001 to 10000 Employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD)
Data Scientist,$120K - $184K (Glassdoor est.),4.3,"Facebook
4.3","Fremont, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Data Scientist,$97K - $155K (Glassdoor est.),3.5,"Zipcar, Inc.
3.5","South San Francisco, CA",201 to 500 Employees,2000,Subsidiary or Business Segment,Car Rental,Travel & Tourism,$100 to $500 million (USD)
Data Scientist,-1,5,"Finrise
5.0","Burlingame, CA",1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Attending Veterinarian / Principal Scientist,$65K - $156K (Glassdoor est.),3.4,"Absorption Systems
3.4","San Diego, CA",51 to 200 Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$104K - $176K (Glassdoor est.),4.3,"Cisco Systems
4.3","San Jose, CA",10000+ Employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,$92K - $169K (Glassdoor est.),4,"Tinder
4.0","Los Angeles, CA",201 to 500 Employees,2012,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$79K - $131K (Glassdoor est.),4.4,"Arkose Labs
4.4","San Francisco, CA",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Battery Materials Scientist (Silicon Anodes),$54K - $102K (Glassdoor est.),-1,"Nanotech Energy, Inc.","Chico, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$96K - $161K (Glassdoor est.),4.8,"Lyra Health
4.8","Burlingame, CA",201 to 500 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Data Scientist,$92K - $179K (Glassdoor est.),4.7,"Zscaler
4.7","San Jose, CA",1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Senior Marketing Data Analyst, Technical Solutions",-1,3.7,"Robert Half Corporate Internal
3.7","San Ramon, CA",10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Data Scientist,-1,3.9,"Proofpoint
3.9","Sunnyvale, CA",1001 to 5000 Employees,2002,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist,-1,5,"Grammarly, Inc.
5.0","San Francisco, CA",201 to 500 Employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,$74K - $148K (Glassdoor est.),4.8,"Jobot
4.8","Los Angeles, CA",51 to 200 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Scientist,-1,3.9,"SigFig
3.9",California,201 to 500 Employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist,$89K - $159K (Glassdoor est.),3.4,"Fiserv
3.4","San Jose, CA",10000+ Employees,1984,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)
Data Scientist,$113K - $153K (Glassdoor est.),-1,Assured,"Palo Alto, CA",-1,-1,-1,-1,-1,-1
"Sr. Associate Scientist / Scientist I, Protein Engineering",$110K - $198K (Glassdoor est.),4.2,"23andMe
4.2","South San Francisco, CA",501 to 1000 Employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$113K - $153K (Glassdoor est.),-1,Assured,"Palo Alto, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$132K - $141K (Glassdoor est.),3.9,"Mackin
3.9","Menlo Park, CA",51 to 200 Employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,-1,5,"Descript
5.0","San Francisco, CA",1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Data Engineer,$98K - $168K (Glassdoor est.),4.7,"GoodRx
4.7","Santa Monica, CA",201 to 500 Employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,-1,-1,Gustaine,"Orange, CA",-1,-1,-1,-1,-1,-1
Data Scientist - Experimentation,-1,4.6,"DocuSign
4.6","San Francisco, CA",1001 to 5000 Employees,2003,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Associate Research Scientist - Santa Clara area only,$79K - $163K (Glassdoor est.),-1,Nanosyn,"Santa Clara, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$117K - $138K (Glassdoor est.),4,"Match Group
4.0","Los Angeles, CA",1001 to 5000 Employees,1999,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$94K - $155K (Glassdoor est.),3.1,"CVS Health
3.1","San Francisco, CA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Data Scientist,$75K - $100K (Glassdoor est.),3.8,"Havas
3.8","Carlsbad, CA",10000+ Employees,1978,Company - Public,Advertising & Marketing,Business Services,$2 to $5 billion (USD)
Data Scientist,-1,4.8,"Turntide Technologies
4.8",California,51 to 200 Employees,2013,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
"Data Scientist, Operations Data Science",-1,4.5,"Google
4.5","Mountain View, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist (Remote),$114K - $132K (Glassdoor est.),4.2,"Madison Reed
4.2","San Jose, CA",201 to 500 Employees,2013,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable
Data Scientist,$65K - $140K (Glassdoor est.),4,"Kharon
4.0","Los Angeles, CA",51 to 200 Employees,2017,Company - Public,$5 to $10 million (USD),-1,-1
Data Scientist,$85K - $163K (Glassdoor est.),-1,OmniVis,"South San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$78K - $155K (Glassdoor est.),-1,SHGT,"Fountain Valley, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$84K - $134K (Glassdoor est.),4,"Neustar, Inc.
4.0","Los Angeles, CA",1001 to 5000 Employees,1996,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD)
Data Scientist,$99K - $171K (Glassdoor est.),3.5,"The Climate Corporation
3.5","San Francisco, CA",501 to 1000 Employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Data Scientist, Game Analytics",$80K - $159K (Glassdoor est.),3.6,"Niantic
3.6","San Francisco, CA",501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable
Senior Data Scientist - Ads Optimization,$116K - $192K (Glassdoor est.),4.3,"Indeed
4.3","Sunnyvale, CA",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Scientist,$78K - $145K (Glassdoor est.),4.3,"USC
4.3","Los Angeles, CA",10000+ Employees,1880,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
"Business Data Scientist, Google Customer Solutions",$118K - $206K (Glassdoor est.),4.5,"Google
4.5","Redwood City, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$104K - $166K (Glassdoor est.),4,"Waymo
4.0","Mountain View, CA",Unknown,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$104K - $166K (Glassdoor est.),4,"Waymo
4.0","Mountain View, CA",Unknown,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$80K - $148K (Glassdoor est.),3.4,"Ipsos North America
3.4","Culver City, CA",10000+ Employees,1975,Company - Public,Consulting,Business Services,$1 to $2 billion (USD)
Public Health Data Scientist,$65K - $124K (Glassdoor est.),4.2,"Healthcare Staffing Professionals, Inc.
4.2","Los Angeles, CA",1 to 50 Employees,2006,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
Data Scientist,$70K - $115K (Glassdoor est.),4.2,"Corel
4.2","Ontario, CA",501 to 1000 Employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Scientist,$77K - $141K (Glassdoor est.),4.6,"Colsh Consultants
4.6","Santa Clara, CA",Unknown,2005,Unknown,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$73K - $123K (Glassdoor est.),4.3,"Knowesis
4.3","Coronado, CA",51 to 200 Employees,2007,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist,$66K - $115K (Glassdoor est.),4.1,"ALLDATA
4.1","Elk Grove, CA",201 to 500 Employees,1986,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data Scientist,$101K - $119K (Glassdoor est.),3.2,"REVOLVE
3.2","Cerritos, CA",201 to 500 Employees,2003,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
Data Scientist,$90K - $149K (Glassdoor est.),4.2,"AstraZeneca
4.2","San Francisco, CA",10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$76K - $145K (Glassdoor est.),-1,AE Studio,"Venice, CA",-1,-1,-1,-1,-1,-1
Data Scientist/AI Engineer,-1,-1,DeepVu,"Berkeley, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$97K - $186K (Glassdoor est.),3.8,"Earnin
3.8","Palo Alto, CA",201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$87K - $154K (Glassdoor est.),5,"BICP
5.0","San Francisco, CA",1 to 50 Employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Jr. Data Scientist - Analytics,$96K - $185K (Glassdoor est.),-1,Acorn Analytics,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$79K - $167K (Glassdoor est.),4,"TeleSign
4.0","Los Angeles, CA",201 to 500 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist – Genetics Platform Analytics,$131K - $157K (Glassdoor est.),4.2,"23andMe
4.2","Sunnyvale, CA",501 to 1000 Employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist,$111K - $175K (Glassdoor est.),3.5,"Wish
3.5","San Francisco, CA",501 to 1000 Employees,2010,Company - Public,Other Retail Stores,Retail,$1 to $2 billion (USD)
Data Scientist,$83K - $148K (Glassdoor est.),-1,3 Key Consulting,"Thousand Oaks, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$88K - $148K (Glassdoor est.),4.1,"Beyond Limits
4.1","Glendale, CA",51 to 200 Employees,2014,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Lead Data Engineer,$104K - $225K (Glassdoor est.),-1,Sohum Inc.,"Mountain View, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$62K - $126K (Glassdoor est.),4.6,"Tatari
4.6","Los Angeles, CA",51 to 200 Employees,2016,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable
Data Scientist,$104K - $188K (Glassdoor est.),3.5,"BISHOP WISECARVER CORPORATION
3.5","Pittsburg, CA",51 to 200 Employees,1950,Company - Private,Industrial Manufacturing,Manufacturing,$10 to $25 million (USD)
Data Scientist,-1,3.6,"Fandom
3.6",California,201 to 500 Employees,2006,Company - Private,News Outlet,Media,$100 to $500 million (USD)
Data Scientist – Attribute Science Data Engineering,$97K - $169K (Glassdoor est.),4,"Amgen
4.0","Thousand Oaks, CA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,-1,4.1,"Teladoc Health
4.1","Mountain View, CA",1001 to 5000 Employees,2002,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
Data Scientist,$82K - $132K (Glassdoor est.),3.9,"Jabil
3.9","San Jose, CA",10000+ Employees,1966,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,-1,3.6,"Samsara
3.6",California,1001 to 5000 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist / Senior Data Scientist,$99K - $206K (Glassdoor est.),4.6,"C3 AI
4.6","Redwood City, CA",501 to 1000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist / Engineer,-1,4.3,"LotusFlare, Inc.
4.3","Santa Clara, CA",201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$98K - $174K (Glassdoor est.),4.6,"Lawrence Livermore National Laboratory
4.6","Livermore, CA",5001 to 10000 Employees,1952,Government,Federal Agencies,Government,$2 to $5 billion (USD)
Data Scientist,$92K - $160K (Glassdoor est.),4.5,"Bolt
4.5","San Francisco, CA",51 to 200 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$94K - $162K (Glassdoor est.),-1,NeuroTrainer,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,3.5,"Happy Money
3.5",California,201 to 500 Employees,2009,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD)
Data Scientist,$90K - $176K (Glassdoor est.),-1,Lawrence Berkeley National Laboratory,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$75K - $133K (Glassdoor est.),4,"Supplyframe
4.0","Pasadena, CA",1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD)
Data Scientist,-1,-1,Terray Therapeutics,California,-1,-1,-1,-1,-1,-1
Data Scientist,$76K - $145K (Glassdoor est.),-1,Divergent 3D,"Torrance, CA",-1,-1,-1,-1,-1,-1
Data Scientist - Data Analytics,$93K - $172K (Glassdoor est.),4.2,"Impossible Foods
4.2","Redwood City, CA",501 to 1000 Employees,2011,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
Data Scientist,-1,4.6,"Trove Recommerce
4.6",California,201 to 500 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Senior Data Scientist,-1,4,"Kforce
4.0","Los Angeles, CA",10000+ Employees,1966,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD)
MACHINE LEARNING SCIENTIST,-1,3.8,"Harnham US
3.8","San Francisco, CA",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist,-1,-1,FieldLevel,California,-1,-1,-1,-1,-1,-1
Data Scientist - Analytics,$121K - $195K (Glassdoor est.),4.4,"Wealthfront
4.4","Palo Alto, CA",51 to 200 Employees,2011,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist,$93K - $155K (Glassdoor est.),4.2,"TechStyle
4.2","El Segundo, CA",1001 to 5000 Employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD)
"Data Scientist, Analytics",$107K - $184K (Glassdoor est.),4.3,"Facebook
4.3","San Francisco, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Product Data Scientist,$98K - $139K (Glassdoor est.),4,"Carta
4.0","San Francisco, CA",501 to 1000 Employees,2012,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable
Data Scientist,$90K - $131K (Glassdoor est.),3.3,"Centrify
3.3","Santa Clara, CA",201 to 500 Employees,2004,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Scientist,$80K - $132K (Glassdoor est.),3.7,"Allianz Global Investors
3.7","San Diego, CA",1001 to 5000 Employees,2012,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist,$77K - $133K (Glassdoor est.),4,"American Homes 4 Rent
4.0","Calabasas, CA",1001 to 5000 Employees,2012,Company - Public,Real Estate,Real Estate,$500 million to $1 billion (USD)
Sr. Data Scientist - Deep Learning,$129K - $204K (Glassdoor est.),3.8,"GE Healthcare
3.8","San Ramon, CA",10000+ Employees,1892,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Data Scientist,-1,-1,Gayathri's Sandbox,"Menlo Park, CA",-1,-1,-1,-1,-1,-1
Product Data Scientist,-1,3.8,"Harnham
3.8","San Francisco, CA",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
"Data Scientist, Engagement & Retention Analytics",$102K - $178K (Glassdoor est.),4.4,"Adobe
4.4","San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist,$103K - $163K (Glassdoor est.),3.7,"RAPP
3.7","San Francisco, CA",501 to 1000 Employees,1965,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
"Data Scientist, Analytics and Insights",$112K - $186K (Glassdoor est.),4.4,"Adobe
4.4","San Francisco, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist - Nationwide Opportunities,$106K - $186K (Glassdoor est.),3.8,"Amazon Web Services, Inc.
3.8","Palo Alto, CA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$55K - $111K (Glassdoor est.),3.9,"ESRI, Inc.
3.9","Redlands, CA",1001 to 5000 Employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
Data Scientist – Service Demand Planning,$75K - $148K (Glassdoor est.),4.3,"Rivian Automotive
4.3","Irvine, CA",1001 to 5000 Employees,2009,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
Data Scientist,$80K - $136K (Glassdoor est.),4,"Kaiser Permanente
4.0","Rancho Cucamonga, CA",10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Data & Applied Scientist 2,$113K - $175K (Glassdoor est.),4.4,"Microsoft
4.4","Sunnyvale, CA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Product Data Scientist,$142K - $168K (Glassdoor est.),4,"Waymo
4.0","Mountain View, CA",Unknown,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,4,"RiskIQ
4.0",California,51 to 200 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data & Applied Scientist,$101K - $158K (Glassdoor est.),4.4,"Microsoft
4.4","Sunnyvale, CA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,$71K - $122K (Glassdoor est.),4.7,"Strategic Employment
4.7","Los Angeles, CA",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
Media Business Intelligence Analyst,$53K - $110K (Glassdoor est.),3.2,"Internet Brands
3.2","Los Angeles, CA",1001 to 5000 Employees,1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD)
Senior Data Scientist,$151K - $161K (Glassdoor est.),3.7,"Mode Analytics
3.7","San Francisco, CA",51 to 200 Employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Climate Data Scientist,$100K - $170K (Glassdoor est.),-1,ClimateAI,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Deep Learning Data Scientist,$87K - $152K (Glassdoor est.),4.2,"Intel
4.2","San Diego, CA",10000+ Employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist - Audience Segmentation,$105K - $177K (Glassdoor est.),3.9,"Hulu
3.9","Santa Monica, CA",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD)
Data Scientist,$60K - $132K (Glassdoor est.),2.8,"TWO NIL
2.8","Los Angeles, CA",1 to 50 Employees,2019,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,$93K - $159K (Glassdoor est.),-1,Big Data Federation,"Santa Clara, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,-1,The Beans,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,4.8,"Jobot
4.8","Los Angeles, CA",51 to 200 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Scientist,$78K - $148K (Glassdoor est.),2.8,"Nexstar Broadcasting
2.8","Los Angeles, CA",10000+ Employees,1996,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD)
"Data Scientist, Global Business Operations (Remote)",$127K - $202K (Glassdoor est.),4.2,"Splunk
4.2","San Jose, CA",5001 to 10000 Employees,2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD)
"Manager, Data Science, Risk",$102K - $195K (Glassdoor est.),4.2,"Oportun Inc
4.2","San Carlos, CA",1001 to 5000 Employees,2005,Company - Public,Lending,Finance,Unknown / Non-Applicable
Technical Data Analyst,$47K - $84K (Glassdoor est.),2.1,"Sentinel Offenders Services
2.1","Ladera Ranch, CA",201 to 500 Employees,1993,Company - Private,Security Services,Business Services,$25 to $50 million (USD)
Data Scientist- Analytics,$85K - $151K (Glassdoor est.),3.9,"Mackin
3.9","Menlo Park, CA",51 to 200 Employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$89K - $165K (Glassdoor est.),-1,a.k.a. Brands,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Information Security Data Scientist,$80K - $91K (Glassdoor est.),3.6,"City National Bank
3.6","Los Angeles, CA",1001 to 5000 Employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Machine Learning Engineer,-1,4,"Insight Global
4.0","Menlo Park, CA",1001 to 5000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Data Scientist,$67K - $122K (Glassdoor est.),4.3,"Cedars-Sinai
4.3","Los Angeles, CA",10000+ Employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
"Data Scientist | CA - Santa Clara, Remote",$73K - $147K (Glassdoor est.),-1,HopHR,"Santa Clara, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,-1,Triplebyte Partner Companies,California,-1,-1,-1,-1,-1,-1
Research Scientist,$70K - $79K (Glassdoor est.),2.8,"Amphastar Pharmaceuticals Inc
2.8","Rancho Cucamonga, CA",1001 to 5000 Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Data Scientist,$64K - $107K (Glassdoor est.),3.8,"Centerfield Media
3.8","Los Angeles, CA",1001 to 5000 Employees,2011,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
Senior Data Scientist,-1,-1,Iron Ox,"San Carlos, CA",-1,-1,-1,-1,-1,-1
Data Scientist,-1,4.8,"Career Movement
4.8","Santa Monica, CA",1 to 50 Employees,1999,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist Genetics Platform Analytics,$84K - $136K (Glassdoor est.),4.2,"23andMe
4.2","Sunnyvale, CA",501 to 1000 Employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Scientist (Digital Analytics & Monetization),$103K - $147K (Glassdoor est.),4.1,"Sony Interactive Entertainment PlayStation
4.1","San Mateo, CA",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD)
Data Scientist,$69K - $138K (Glassdoor est.),-1,The Bouqs Company,"Marina del Rey, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$80K - $148K (Glassdoor est.),3.9,"Deloitte
3.9","Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist,$80K - $151K (Glassdoor est.),3.9,"Leidos
3.9","Washington, DC",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Scientist,$79K - $148K (Glassdoor est.),3.9,"Deloitte
3.9","Washington, DC",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
